name,price,url
Tea & Biscuit Blonde Chocolate Easter Egg,29.50,https://www.chocolate.co.uk/products/pre-order-tea-biscuit-easter-egg
Flat White Coffee,5.00,https://www.chocolate.co.uk/products/flat-white-coffee
Colombia 61%,5.00,https://www.chocolate.co.uk/products/colombian-dark-chocolate-bar
Dark Chocolate Truffles,19.99,https://www.chocolate.co.uk/products/dark-chocolate-truffles
61% Dark Hot Chocolate Drops,8.75,https://www.chocolate.co.uk/products/62-dark-hot-chocolate
Milk Chocolate Truffles,19.99,https://www.chocolate.co.uk/products/milk-chocolate-truffles
Honeycomb Crunch,5.00,https://www.chocolate.co.uk/products/honeycomb-crunch
Christmas Cracker,5.00,https://www.chocolate.co.uk/products/christmas-cracker-chocolate-bar
Salt Caramelised Hazelnuts,6.25,https://www.chocolate.co.uk/products/salt-caramelised-hazelnuts
Blonde Caramel,5.00,https://www.chocolate.co.uk/products/blonde-caramel-chocolate-bar
